price,accommodates,neighbourhood,bedrooms,beds,bathrooms,review_scores_rating,property_type,room_type,last_scraped
275.0,2,Financial District,0.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
90.0,2,Crown Heights,0.0,1.0,1.0,99.0,Apartment,Entire home/apt,2018-03-05
35.0,1,Bushwick,0.0,1.0,1.0,80.0,Apartment,Private room,2018-03-04
115.0,2,Greenwich Village,0.0,1.0,1.0,97.0,Apartment,Entire home/apt,2018-03-05
60.0,2,Highbridge,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
42.0,3,Bedford-Stuyvesant,1.0,2.0,2.0,88.0,Apartment,Private room,2018-03-05
60.0,2,Bushwick,2.0,1.0,2.0,96.0,Apartment,Private room,2018-03-05
110.0,3,Morningside Heights,0.0,2.0,1.0,98.0,Apartment,Entire home/apt,2018-03-04
175.0,5,Civic Center,2.0,2.0,1.0,85.0,Apartment,Entire home/apt,2018-03-05
69.0,2,Bushwick,1.0,1.0,1.0,93.0,Apartment,Private room,2018-03-05
66.0,2,East Flatbush,1.0,1.0,1.0,90.0,Apartment,Entire home/apt,2018-03-04
89.0,2,East Village,0.0,1.0,1.0,100.0,Guesthouse,Private room,2018-03-05
176.0,8,Hell's Kitchen,2.0,3.0,1.0,88.0,Condominium,Entire home/apt,2018-03-05
159.0,2,Bedford-Stuyvesant,1.0,1.0,1.5,96.0,Apartment,Private room,2018-03-05
99.0,2,Williamsburg,1.0,1.0,1.0,100.0,Loft,Private room,2018-03-05
310.0,2,Midtown,1.0,1.0,1.5,100.0,Apartment,Entire home/apt,2018-03-05
75.0,2,Bedford-Stuyvesant,1.0,1.0,2.0,91.0,Apartment,Private room,2018-03-04
90.0,2,Williamsburg,1.0,1.0,1.0,97.0,Loft,Private room,2018-03-05
70.0,2,Flatlands,0.0,1.0,1.0,95.0,House,Private room,2018-03-05
68.0,2,Washington Heights,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
400.0,13,Carroll Gardens,5.0,6.0,2.5,100.0,Townhouse,Entire home/apt,2018-03-04
250.0,4,West Village,1.0,2.0,1.0,90.0,Apartment,Entire home/apt,2018-03-05
278.0,6,West Village,3.0,3.0,1.0,97.0,Apartment,Entire home/apt,2018-03-05
800.0,12,Upper West Side,4.0,9.0,4.0,100.0,Condominium,Entire home/apt,2018-03-05
70.0,2,Elmhurst,1.0,2.0,1.0,93.0,In-law,Private room,2018-03-05
275.0,3,Chelsea,0.0,1.0,1.0,90.0,Apartment,Entire home/apt,2018-03-05
60.0,4,Bushwick,2.0,2.0,1.0,98.0,Apartment,Private room,2018-03-04
195.0,2,Tribeca,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
35.0,3,East Flatbush,1.0,2.0,1.0,100.0,Apartment,Private room,2018-03-04
50.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
45.0,1,Williamsburg,1.0,1.0,1.0,80.0,Apartment,Private room,2018-03-05
62.0,3,Crown Heights,1.0,1.0,1.0,95.0,Apartment,Private room,2018-03-05
72.0,2,Morningside Heights,1.0,1.0,1.0,93.0,Apartment,Private room,2018-03-05
65.0,1,Upper West Side,1.0,1.0,1.0,67.0,Apartment,Private room,2018-03-05
62.0,2,Greenpoint,1.0,1.0,2.0,100.0,Apartment,Private room,2018-03-05
134.0,4,Downtown Brooklyn,1.0,2.0,1.0,99.0,Serviced apartment,Entire home/apt,2018-03-05
140.0,2,Upper West Side,1.0,1.0,1.0,85.0,Apartment,Entire home/apt,2018-03-05
40.0,3,Crown Heights,1.0,2.0,1.0,80.0,Apartment,Private room,2018-03-05
150.0,3,East Village,1.0,1.0,1.0,80.0,Apartment,Entire home/apt,2018-03-05
80.0,1,Williamsburg,1.0,1.0,1.0,80.0,Apartment,Private room,2018-03-05
98.0,2,Upper East Side,0.0,1.0,1.0,98.0,Apartment,Entire home/apt,2018-03-05
190.0,4,Upper West Side,2.0,2.0,1.0,73.0,Apartment,Entire home/apt,2018-03-05
236.0,3,Little Italy,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
250.0,4,Williamsburg,2.0,3.0,1.0,100.0,Apartment,Entire home/apt,2018-03-06
200.0,3,Upper West Side,2.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
180.0,2,Hell's Kitchen,1.0,1.0,1.0,95.0,Apartment,Entire home/apt,2018-03-05
195.0,6,Williamsburg,2.0,2.0,2.0,100.0,Apartment,Entire home/apt,2018-03-05
90.0,2,Astoria,1.0,1.0,1.0,93.0,Apartment,Entire home/apt,2018-03-05
105.0,2,Williamsburg,1.0,1.0,1.0,94.0,Apartment,Private room,2018-03-05
125.0,1,Greenpoint,1.0,1.0,1.0,,House,Private room,2018-03-05
88.0,2,Williamsburg,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
44.0,2,Flatbush,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
210.0,3,Chelsea,1.0,1.0,1.0,86.0,Apartment,Entire home/apt,2018-03-05
55.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
75.0,1,Lower East Side,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
75.0,2,Williamsburg,1.0,1.0,1.0,100.0,Guest suite,Private room,2018-03-05
100.0,2,Hamilton Heights,1.0,1.0,2.0,88.0,Townhouse,Private room,2018-03-05
60.0,1,Harlem,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
150.0,2,Washington Heights,0.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
69.0,2,Bushwick,1.0,1.0,1.0,92.0,Apartment,Private room,2018-03-05
120.0,6,Midtown East,2.0,3.0,1.0,88.0,Apartment,Entire home/apt,2018-03-04
325.0,2,Chelsea,0.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
99.0,3,Bay Ridge,2.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-06
101.0,4,Hamilton Heights,0.0,2.0,1.0,92.0,Apartment,Entire home/apt,2018-03-04
120.0,4,Park Slope,1.0,1.0,1.0,94.0,House,Private room,2018-03-04
115.0,1,Financial District,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
195.0,2,Upper West Side,1.0,1.0,1.0,98.0,Apartment,Entire home/apt,2018-03-04
30.0,2,Ridgewood,1.0,2.0,6.0,100.0,Apartment,Shared room,2018-03-04
140.0,1,Lower East Side,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
60.0,2,The Rockaways,1.0,1.0,1.0,96.0,Bungalow,Private room,2018-03-04
40.0,1,Richmond Hill,1.0,1.0,1.0,86.0,Apartment,Private room,2018-03-04
30.0,2,Ridgewood,1.0,2.0,8.0,90.0,House,Shared room,2018-03-04
60.0,2,Astoria,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
215.0,6,Financial District,0.0,3.0,1.0,98.0,Apartment,Entire home/apt,2018-03-04
52.0,3,East New York,1.0,1.0,1.0,90.0,House,Private room,2018-03-04
147.0,4,Fort Greene,2.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
200.0,2,East Village,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
49.0,1,Astoria,1.0,1.0,1.0,94.0,Apartment,Private room,2018-03-05
70.0,1,Upper West Side,1.0,1.0,1.0,,Apartment,Shared room,2018-03-05
49.0,3,Astoria,1.0,2.0,1.0,95.0,Apartment,Private room,2018-03-05
100.0,2,East Village,1.0,1.0,1.0,91.0,Condominium,Private room,2018-03-04
45.0,2,Harlem,1.0,1.0,1.0,92.0,Apartment,Private room,2018-03-04
99.0,2,Upper East Side,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
37.0,2,Greenpoint,1.0,1.0,1.0,92.0,Apartment,Private room,2018-03-04
35.0,1,East New York,0.0,1.0,1.0,,House,Private room,2018-03-04
150.0,1,Chelsea,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
50.0,1,Bushwick,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
50.0,2,Crotona,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
249.0,2,Midtown,0.0,1.0,1.0,,Timeshare,Entire home/apt,2018-03-04
70.0,1,Bedford-Stuyvesant,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
135.0,2,Hell's Kitchen,1.0,1.0,1.0,96.0,Apartment,Entire home/apt,2018-03-04
250.0,3,West Village,1.0,1.0,1.0,93.0,Apartment,Entire home/apt,2018-03-05
108.0,2,Alphabet City,1.0,1.0,1.0,95.0,Apartment,Private room,2018-03-04
64.0,2,Jamaica,1.0,1.0,1.0,94.0,House,Private room,2018-03-04
45.0,1,Ridgewood,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
120.0,3,Crown Heights,1.0,1.0,1.0,94.0,Guest suite,Entire home/apt,2018-03-04
225.0,4,Williamsburg,2.0,2.0,1.0,100.0,Loft,Entire home/apt,2018-03-04
59.0,2,Jackson Heights,1.0,1.0,1.0,97.0,Townhouse,Private room,2018-03-04
115.0,3,Windsor Terrace,1.0,1.0,1.0,98.0,Apartment,Entire home/apt,2018-03-04
42.0,1,East New York,1.0,1.0,2.0,100.0,House,Private room,2018-03-04
1000.0,3,Midtown,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
55.0,2,Ridgewood,1.0,1.0,8.0,100.0,House,Private room,2018-03-04
100.0,1,East Harlem,2.0,1.0,1.0,,Apartment,Private room,2018-03-04
40.0,2,Bushwick,0.0,1.0,1.0,,Apartment,Private room,2018-03-04
375.0,10,Williamsburg,3.0,3.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
38.0,1,Bedford-Stuyvesant,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
30.0,2,Flushing,1.0,1.0,1.0,,House,Private room,2018-03-04
80.0,2,Astoria,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-04
175.0,5,Williamsburg,2.0,3.0,1.0,95.0,Apartment,Entire home/apt,2018-03-04
63.0,2,Williamsburg,0.0,1.0,0.5,95.0,Apartment,Entire home/apt,2018-03-04
219.0,2,Williamsburg,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
40.0,1,Harlem,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
60.0,1,Morningside Heights,1.0,1.0,1.0,40.0,Apartment,Private room,2018-03-04
71.0,2,Lower East Side,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
135.0,2,Bushwick,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
200.0,2,Chelsea,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
150.0,4,Flatbush,2.0,2.0,1.0,99.0,House,Entire home/apt,2018-03-04
50.0,3,Bushwick,1.0,2.0,2.0,87.0,Apartment,Private room,2018-03-04
200.0,2,Greenpoint,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
119.0,4,Park Slope,1.0,2.0,1.0,98.0,Apartment,Private room,2018-03-04
250.0,4,Nolita,1.0,3.0,1.0,98.0,Apartment,Entire home/apt,2018-03-04
280.0,2,Chelsea,0.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
160.0,2,Tribeca,1.0,1.0,1.0,80.0,Apartment,Private room,2018-03-04
60.0,1,East Village,0.0,1.0,1.0,,Apartment,Private room,2018-03-04
115.0,3,Upper East Side,1.0,2.0,1.0,98.0,Apartment,Entire home/apt,2018-03-04
37.0,1,Hamilton Heights,1.0,1.0,2.0,,Apartment,Private room,2018-03-04
98.0,2,Upper East Side,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
65.0,2,Inwood,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
128.0,1,East Harlem,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-04
100.0,3,Washington Heights,1.0,2.0,1.0,80.0,Apartment,Entire home/apt,2018-03-04
110.0,3,Upper East Side,0.0,2.0,1.0,92.0,Apartment,Entire home/apt,2018-03-04
111.0,6,Woodside,2.0,4.0,2.0,84.0,Apartment,Entire home/apt,2018-03-06
71.0,2,Bay Ridge,1.0,1.0,1.0,91.0,Apartment,Private room,2018-03-05
90.0,3,Hamilton Heights,2.0,1.0,1.0,73.0,Apartment,Entire home/apt,2018-03-04
120.0,2,Upper East Side,1.0,1.0,1.0,90.0,Apartment,Private room,2018-03-05
147.0,2,Bushwick,1.0,1.0,1.0,97.0,Apartment,Entire home/apt,2018-03-04
115.0,1,Upper East Side,1.0,1.0,1.5,96.0,Apartment,Private room,2018-03-04
50.0,1,Harlem,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
110.0,2,Upper East Side,1.0,1.0,1.0,97.0,Apartment,Entire home/apt,2018-03-04
155.0,2,Midtown,2.0,2.0,1.0,98.0,Apartment,Private room,2018-03-06
60.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,80.0,Apartment,Private room,2018-03-04
225.0,2,Chelsea,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
185.0,4,Midtown,1.0,1.0,1.0,83.0,Apartment,Entire home/apt,2018-03-05
150.0,4,Upper West Side,2.0,2.0,1.0,100.0,Apartment,Private room,2018-03-04
159.0,4,Kew Garden Hills,1.0,2.0,1.0,100.0,Condominium,Entire home/apt,2018-03-04
75.0,1,Allerton,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
50.0,2,Crown Heights,1.0,2.0,2.0,,Apartment,Private room,2018-03-04
135.0,2,Midtown,2.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
89.0,3,Windsor Terrace,1.0,2.0,1.5,92.0,Condominium,Private room,2018-03-05
50.0,2,Flatbush,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
70.0,3,Woodside,1.0,2.0,1.0,97.0,Apartment,Private room,2018-03-05
60.0,2,Williamsburg,1.0,1.0,1.0,87.0,House,Private room,2018-03-05
50.0,3,Bushwick,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-04
60.0,2,Flatbush,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
99.0,3,East Village,1.0,1.0,1.0,87.0,Apartment,Entire home/apt,2018-03-05
120.0,2,East Village,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-04
86.0,2,Upper East Side,1.0,1.0,1.0,95.0,Apartment,Entire home/apt,2018-03-05
54.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,96.0,Apartment,Private room,2018-03-05
55.0,2,Hamilton Heights,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
100.0,2,Alphabet City,1.0,1.0,1.0,80.0,Apartment,Private room,2018-03-04
215.0,3,Greenpoint,2.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
89.0,2,Williamsburg,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
150.0,5,Hamilton Heights,1.0,3.0,1.0,93.0,Apartment,Entire home/apt,2018-03-05
50.0,2,Bushwick,1.0,1.0,1.0,92.0,Apartment,Private room,2018-03-05
85.0,4,Washington Heights,1.0,2.0,1.0,,Apartment,Entire home/apt,2018-03-05
146.0,4,Park Slope,1.0,2.0,1.0,96.0,Apartment,Entire home/apt,2018-03-05
975.0,10,Chelsea,4.0,5.0,1.5,97.0,Apartment,Entire home/apt,2018-03-04
140.0,5,Bushwick,2.0,3.0,1.0,76.0,Apartment,Entire home/apt,2018-03-04
90.0,3,Chinatown,1.0,2.0,1.0,93.0,Apartment,Private room,2018-03-05
50.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
79.0,2,Bedford-Stuyvesant,1.0,1.0,2.0,93.0,Apartment,Private room,2018-03-04
88.0,2,Alphabet City,1.0,1.0,1.0,93.0,Apartment,Private room,2018-03-04
39.0,3,East New York,0.0,1.0,1.0,84.0,House,Private room,2018-03-05
65.0,4,East New York,1.0,4.0,1.0,89.0,House,Private room,2018-03-04
80.0,2,East Flatbush,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
120.0,4,Williamsburg,2.0,2.0,1.0,100.0,Apartment,Private room,2018-03-05
99.0,4,Midtown East,0.0,3.0,1.0,92.0,Apartment,Entire home/apt,2018-03-04
52.0,1,Harlem,2.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
100.0,3,East Village,1.0,2.0,1.0,90.0,Apartment,Private room,2018-03-05
45.0,1,Washington Heights,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
150.0,4,Columbia Street Waterfront,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
91.0,3,East Village,1.0,2.0,1.0,92.0,Apartment,Private room,2018-03-04
70.0,1,Mott Haven,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
120.0,3,Upper East Side,0.0,2.0,1.0,80.0,Apartment,Entire home/apt,2018-03-05
100.0,7,Flatbush,2.0,4.0,1.0,,Apartment,Private room,2018-03-04
315.0,3,Upper West Side,0.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
180.0,4,Hell's Kitchen,2.0,2.0,1.0,99.0,Apartment,Private room,2018-03-04
360.0,6,Midtown East,2.0,3.0,1.0,95.0,Apartment,Entire home/apt,2018-03-05
250.0,7,Crown Heights,2.0,5.0,1.0,96.0,Apartment,Entire home/apt,2018-03-04
275.0,2,Brooklyn Heights,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
399.0,6,Chelsea,2.0,4.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
48.0,2,Flushing,1.0,1.0,2.0,96.0,Townhouse,Private room,2018-03-04
55.0,4,Williamsburg,1.0,3.0,1.0,100.0,Apartment,Shared room,2018-03-04
50.0,2,Sunset Park,1.0,1.0,1.0,,Townhouse,Private room,2018-03-04
239.0,8,Bayside,3.0,4.0,2.0,100.0,Apartment,Entire home/apt,2018-03-04
220.0,7,Bayside,2.0,4.0,2.0,100.0,Apartment,Entire home/apt,2018-03-04
120.0,1,Chelsea,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
110.0,5,Inwood,1.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
99.0,2,Hamilton Heights,0.0,1.0,1.0,92.0,Apartment,Private room,2018-03-04
75.0,1,Williamsburg,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
105.0,3,Alphabet City,1.0,2.0,1.0,20.0,Apartment,Private room,2018-03-04
118.0,4,Upper East Side,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
37.0,2,Bushwick,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
95.0,5,Red Hook,1.0,3.0,1.0,96.0,House,Entire home/apt,2018-03-04
125.0,2,Crown Heights,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
77.0,3,Greenpoint,1.0,2.0,1.0,96.0,Apartment,Private room,2018-03-04
90.0,2,Washington Heights,0.0,1.0,1.0,60.0,Apartment,Private room,2018-03-04
69.0,4,South Beach,0.0,3.0,1.0,94.0,Apartment,Entire home/apt,2018-03-04
68.0,2,Harlem,1.0,1.0,1.0,99.0,Apartment,Private room,2018-03-04
45.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-04
120.0,4,Hamilton Heights,0.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
129.0,4,Williamsburg,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
55.0,2,Astoria,1.0,1.0,2.0,88.0,Apartment,Private room,2018-03-05
110.0,1,Harlem,1.0,1.0,1.0,96.0,Condominium,Private room,2018-03-04
76.0,2,Kips Bay,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
60.0,1,Crown Heights,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
240.0,4,Fort Greene,2.0,2.0,2.0,97.0,Apartment,Entire home/apt,2018-03-04
100.0,1,Lower East Side,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
27.0,3,Ridgewood,1.0,4.0,6.0,87.0,Apartment,Shared room,2018-03-05
50.0,1,Williamsburg,1.0,1.0,1.0,,Apartment,Private room,2018-03-04
150.0,7,East Flatbush,0.0,3.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
26.0,3,Ridgewood,1.0,4.0,6.0,95.0,Apartment,Shared room,2018-03-04
290.0,2,Times Square/Theatre District,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
85.0,4,Elmhurst,1.0,1.0,1.0,94.0,House,Private room,2018-03-05
150.0,2,Astoria,1.0,2.0,1.0,,Apartment,Entire home/apt,2018-03-04
69.0,2,Astoria,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-05
196.0,4,Greenwich Village,1.0,2.0,1.0,97.0,Apartment,Entire home/apt,2018-03-04
95.0,4,Bensonhurst,1.0,4.0,1.0,98.0,Apartment,Entire home/apt,2018-03-04
250.0,2,Nolita,1.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-04
145.0,3,Upper East Side,1.0,2.0,1.0,87.0,Apartment,Entire home/apt,2018-03-04
70.0,1,Upper West Side,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-05
52.0,1,East Village,1.0,1.0,1.0,87.0,Apartment,Shared room,2018-03-05
70.0,3,Sunnyside,1.0,2.0,1.0,88.0,Apartment,Private room,2018-03-05
57.0,2,Astoria,1.0,1.0,1.0,92.0,Apartment,Private room,2018-03-05
49.0,2,East Village,1.0,1.0,1.0,90.0,Apartment,Shared room,2018-03-05
100.0,3,Prospect Heights,1.0,2.0,1.0,99.0,House,Private room,2018-03-05
60.0,1,Ridgewood,1.0,1.0,1.0,20.0,Apartment,Shared room,2018-03-04
98.0,6,Astoria,2.0,4.0,1.0,82.0,Apartment,Entire home/apt,2018-03-05
120.0,2,Upper West Side,1.0,1.0,1.0,97.0,Apartment,Entire home/apt,2018-03-05
60.0,1,Greenpoint,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
288.0,4,Upper East Side,2.0,2.0,1.0,97.0,Apartment,Entire home/apt,2018-03-05
102.0,3,Harlem,1.0,1.0,1.0,98.0,Apartment,Entire home/apt,2018-03-05
75.0,1,Flushing,1.0,1.0,1.0,80.0,House,Private room,2018-03-04
350.0,8,Clinton Hill,4.0,4.0,2.0,100.0,Townhouse,Entire home/apt,2018-03-05
70.0,2,Maspeth,1.0,1.0,1.0,,House,Private room,2018-03-05
250.0,4,Williamsburg,1.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
125.0,4,Bushwick,2.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
31.0,1,Bedford-Stuyvesant,1.0,1.0,1.5,94.0,Apartment,Private room,2018-03-05
100.0,2,Harlem,1.0,1.0,1.0,,Townhouse,Private room,2018-03-05
260.0,5,Flatiron District,2.0,3.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
200.0,2,Upper West Side,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
65.0,1,Harlem,1.0,1.0,1.0,98.0,Apartment,Private room,2018-03-05
225.0,4,Flatiron District,1.0,3.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
65.0,2,Forest Hills,1.0,1.0,1.0,,Apartment,Shared room,2018-03-05
75.0,2,Forest Hills,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
160.0,3,Prospect Heights,1.0,3.0,1.0,100.0,Apartment,Entire home/apt,2018-03-04
130.0,4,Fort Greene,1.0,2.0,1.0,98.0,Apartment,Entire home/apt,2018-03-04
148.0,2,Upper West Side,0.0,1.0,1.0,93.0,Apartment,Entire home/apt,2018-03-05
85.0,4,Bedford-Stuyvesant,1.0,2.0,1.0,91.0,Apartment,Private room,2018-03-05
55.0,3,Bedford-Stuyvesant,1.0,2.0,1.0,95.0,Apartment,Private room,2018-03-05
75.0,2,Park Slope,1.0,1.0,1.0,91.0,Apartment,Private room,2018-03-05
250.0,6,Bushwick,2.0,3.0,1.0,69.0,Apartment,Entire home/apt,2018-03-05
72.0,2,Hamilton Heights,1.0,1.0,1.0,88.0,Apartment,Entire home/apt,2018-03-05
90.0,2,Chelsea,2.0,1.0,1.0,,Apartment,Private room,2018-03-05
150.0,4,Bay Ridge,1.0,2.0,1.0,99.0,Apartment,Entire home/apt,2018-03-05
120.0,1,East Village,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
120.0,2,Alphabet City,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
310.0,5,Williamsburg,2.0,2.0,3.0,98.0,Apartment,Entire home/apt,2018-03-05
84.0,2,Crown Heights,0.0,1.0,1.0,98.0,Apartment,Entire home/apt,2018-03-05
200.0,2,Greenwich Village,1.0,1.0,1.0,96.0,Apartment,Entire home/apt,2018-03-05
75.0,2,Upper East Side,0.0,1.0,1.0,90.0,Apartment,Private room,2018-03-05
90.0,2,Upper West Side,1.0,2.0,1.0,100.0,Apartment,Private room,2018-03-05
80.0,2,Lefferts Garden,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
149.0,7,Bushwick,3.0,5.0,1.0,88.0,House,Entire home/apt,2018-03-05
225.0,4,Hell's Kitchen,1.0,2.0,1.0,,Apartment,Entire home/apt,2018-03-05
122.0,3,Hamilton Heights,1.0,2.0,1.0,93.0,Apartment,Entire home/apt,2018-03-05
190.0,4,Upper West Side,1.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
103.0,3,Park Slope,0.0,1.0,1.0,80.0,Apartment,Entire home/apt,2018-03-05
175.0,2,Upper East Side,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
100.0,2,Lefferts Garden,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
150.0,6,Bushwick,2.0,4.0,1.5,99.0,Apartment,Entire home/apt,2018-03-05
200.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,90.0,Apartment,Entire home/apt,2018-03-04
100.0,4,Cobble Hill,2.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
80.0,2,Ridgewood,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
60.0,4,Crown Heights,1.0,1.0,1.0,100.0,Apartment,Private room,2018-03-05
149.0,2,Brooklyn Heights,0.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
110.0,2,Boerum Hill,1.0,1.0,1.0,95.0,Townhouse,Private room,2018-03-05
120.0,3,Midwood,2.0,2.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
60.0,2,Washington Heights,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
55.0,1,Crown Heights,1.0,1.0,1.0,,Apartment,Private room,2018-03-05
650.0,6,Bedford-Stuyvesant,1.0,4.0,1.5,,Apartment,Entire home/apt,2018-03-05
175.0,2,Hell's Kitchen,1.0,1.0,1.0,98.0,Apartment,Entire home/apt,2018-03-05
55.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,94.0,Apartment,Private room,2018-03-05
55.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,94.0,Townhouse,Private room,2018-03-05
50.0,2,Bedford-Stuyvesant,1.0,1.0,1.0,95.0,Townhouse,Private room,2018-03-05
350.0,8,East Harlem,3.0,3.0,1.0,95.0,Other,Entire home/apt,2018-03-05
50.0,2,Washington Heights,1.0,1.0,1.0,94.0,Apartment,Private room,2018-03-04
100.0,2,Ridgewood,1.0,1.0,1.0,97.0,Apartment,Private room,2018-03-05
319.0,2,West Village,0.0,1.0,1.0,,Apartment,Entire home/apt,2018-03-05
150.0,2,Williamsburg,1.0,1.0,1.0,100.0,Apartment,Entire home/apt,2018-03-05
450.0,4,Tribeca,2.0,2.0,2.0,100.0,Apartment,Entire home/apt,2018-03-05
42.0,2,Ridgewood,1.0,1.0,1.0,87.0,Apartment,Private room,2018-03-05
